topic,word_count,study_times,total_time_mins,gap_days,confidence,quiz_score,days_since_last,burn_rate_days
Hindi,3554,2,119,12,2,59,1,5
Microbiology,925,11,415,10,8,38,28,1
Pathology,2919,12,138,2,2,90,25,3
English,4208,12,307,6,5,63,12,8
English,1221,14,94,12,6,32,27,1
Hindi,3131,5,75,10,4,94,26,1
Microbiology,1717,14,154,5,5,46,2,10
Science,1106,4,80,13,7,51,5,5
Physiology,1350,2,113,3,6,31,5,13
Financial Accounting,3760,4,327,13,5,70,26,1
Mathematics,2865,1,34,1,6,61,21,8
Management Accounting,1075,9,395,2,5,79,23,7
Mathematics,4813,1,40,4,1,73,21,2
Pharmacology,2898,6,78,4,5,57,0,13
Microbiology,3490,7,308,4,10,99,18,14
Cyber Security,1458,4,82,3,6,93,8,12
Chemistry,1646,10,435,6,10,100,11,14
Financial Accounting,1625,8,133,11,6,78,20,1
Computer Networks,1464,11,183,13,4,50,21,1
Economics,1607,15,367,7,3,50,24,1
Microbiology,967,8,431,7,1,36,14,1
Chemistry,4068,8,32,8,3,88,20,1
Algorithms,671,7,389,11,5,73,9,5
Compiler Design,2266,15,324,1,2,100,8,11
Physics,3006,13,147,1,4,89,30,3
Biochemistry,4507,14,86,11,8,72,3,10
Algorithms,2029,12,258,10,4,95,6,6
Machine Learning,419,10,172,8,5,74,19,2
Corporate Finance,382,5,367,13,2,42,12,1
Software Engineering,4596,11,393,8,7,98,1,15
Auditing,521,11,52,4,7,89,18,7
English,2435,8,155,2,2,38,29,1
Mathematics,1443,2,169,10,5,93,14,5
Social Studies,2786,4,135,8,7,60,12,8
Management Accounting,4786,1,304,5,2,56,17,10
Mathematics,1224,7,257,1,5,58,14,10
English,4134,2,433,12,6,51,6,12
Software Engineering,3512,12,415,9,9,48,22,5
Social Studies,4123,11,325,5,2,62,22,2
English,2821,8,272,14,6,41,28,1
Data Structures,4636,3,257,4,3,37,18,7
Cyber Security,2258,15,403,2,4,98,28,4
Biochemistry,2227,3,423,5,7,41,4,17
Compiler Design,3628,12,480,14,9,54,9,7
Economics,4153,11,378,10,7,78,4,11
Financial Accounting,2353,14,63,11,5,71,19,1
Auditing,2123,3,353,4,4,75,6,14
Mathematics,3297,4,128,2,7,53,24,8
Biology,2486,14,81,7,6,40,10,7
Chemistry,2801,9,86,3,8,36,2,15
English,1657,2,284,11,2,87,16,2
Biochemistry,2017,3,68,14,1,31,19,1
Software Engineering,4000,2,281,13,7,32,12,7
Artificial Intelligence,948,15,336,6,5,62,1,11
Management Accounting,3912,13,438,10,7,37,10,7
Science,2061,13,135,12,7,34,8,4
Hindi,4555,3,256,13,3,63,10,3
Auditing,4512,2,267,11,2,43,2,8
Pathology,491,4,311,14,1,63,18,1
Software Engineering,3434,3,462,6,3,67,22,6
Science,652,14,152,8,8,80,26,2
Algorithms,3400,4,94,6,6,36,10,8
Computer Networks,1881,2,170,3,1,49,14,6
Data Structures,3820,2,201,12,10,55,16,8
Pathology,2319,5,198,2,7,87,3,17
Economics,1900,9,216,7,6,88,6,10
Pathology,1340,10,141,2,3,39,13,6
Machine Learning,2999,15,91,10,2,81,19,1
Auditing,1438,15,466,1,2,59,29,1
Geography,2117,13,163,11,2,74,0,5
Geography,3206,15,263,14,7,46,0,7
Computer Networks,4950,8,438,6,1,44,19,2
Algorithms,3036,4,378,9,3,68,27,1
DBMS,2426,4,330,7,10,31,0,17
Machine Learning,3134,15,277,4,5,34,27,2
Science,3996,15,469,7,8,91,19,8
Financial Accounting,1838,13,194,7,7,91,9,10
Physics,2562,2,304,2,4,56,21,10
Biology,1969,6,358,5,1,65,23,1
Hindi,3894,5,316,9,3,100,27,1
Economics,3533,10,148,7,7,32,28,1
English,1491,9,241,10,9,79,28,2
Cyber Security,806,11,129,3,1,40,19,1
Pharmacology,3922,10,34,14,5,40,6,2
Anatomy,3591,6,425,11,1,61,28,1
Algorithms,3664,11,34,9,3,93,1,8
Anatomy,3042,4,414,7,4,39,2,12
Economics,4297,5,331,10,10,77,20,9
Management Accounting,2888,1,94,4,9,44,17,12
English,704,4,83,9,1,64,10,1
English,323,6,385,7,10,94,21,9
Geography,2623,7,477,8,6,91,15,8
Cyber Security,4930,6,82,14,4,86,15,1
Software Engineering,589,3,390,1,8,50,1,21
Science,3191,8,406,1,4,80,5,15
Economics,3915,14,453,1,8,37,3,18
Corporate Finance,869,3,319,5,6,86,12,12
Pharmacology,1262,3,279,5,1,31,15,4
English,2600,10,140,14,4,32,3,2
Biochemistry,2447,12,384,14,3,85,7,2
Biochemistry,4925,10,443,4,7,100,21,10
Financial Accounting,2450,4,261,3,3,45,30,1
Hindi,2061,8,372,9,7,30,6,9
History,3167,13,80,12,10,36,3,10
Science,2036,2,456,11,3,46,8,8
Biology,1080,14,133,13,5,76,0,5
Artificial Intelligence,1388,5,365,11,2,64,16,1
Algorithms,2050,14,148,10,6,94,0,10
Pathology,4585,4,381,1,3,55,29,6
Software Engineering,2299,3,387,6,9,46,13,14
Management Accounting,1437,11,351,12,8,41,4,8
Mathematics,786,10,145,4,8,63,20,7
History,2304,6,30,12,7,55,11,4
Geography,3173,10,365,3,7,90,25,8
Algorithms,2297,5,299,9,6,77,23,3
Biology,401,12,335,2,7,54,19,8
English,2012,3,421,10,10,42,18,10
Auditing,1427,7,322,13,8,91,15,5
Auditing,3353,11,438,4,3,53,8,9
Mathematics,788,6,453,6,5,40,19,5
Software Engineering,3038,7,416,9,7,84,8,11
Machine Learning,433,11,240,4,10,34,27,6
Biochemistry,1423,3,145,2,4,41,2,13
Geography,4806,11,59,10,2,75,22,1
Software Engineering,1685,12,150,2,8,85,27,7
Management Accounting,2792,5,98,1,10,69,7,18
Operating Systems,3550,6,394,12,4,33,23,1
Chemistry,3074,14,161,9,8,48,6,9
Cost Accounting,1952,9,345,3,3,76,27,2
Machine Learning,856,10,202,7,7,35,19,4
Algorithms,2923,6,349,6,4,87,6,11
Operating Systems,2509,7,431,14,6,77,23,1
Cyber Security,3363,12,193,6,10,82,5,16
Corporate Finance,3211,8,413,1,9,83,24,12
Financial Accounting,4692,7,189,11,7,86,13,7
Computer Networks,2092,1,390,2,10,35,23,19
Mathematics,1446,2,197,14,3,37,19,1
English,3488,15,45,3,9,53,17,11
History,707,12,160,10,2,33,4,2
Physiology,1994,11,339,2,6,87,29,5
Anatomy,3428,14,135,5,8,38,8,12
Mathematics,1181,3,281,12,2,50,9,2
Cost Accounting,2796,7,267,13,7,77,10,5
Science,2489,1,153,8,3,52,28,1
Software Engineering,1078,7,147,12,9,37,17,3
Chemistry,3849,14,161,3,4,54,2,12
English,1887,5,275,11,9,93,17,7
Geography,2120,9,422,6,8,71,30,4
Biochemistry,2935,11,404,2,4,61,8,12
Mathematics,2910,4,424,13,4,42,1,8
Hindi,2972,14,454,10,9,70,2,13
Microbiology,1527,12,170,3,3,51,27,1
Computer Networks,2500,4,121,9,10,81,16,9
Artificial Intelligence,2058,1,472,6,9,72,29,15
Cost Accounting,4011,7,169,5,10,30,8,14
Corporate Finance,4892,1,209,8,5,79,24,7
Cost Accounting,828,7,259,1,4,69,29,3
Mathematics,4641,7,96,9,10,74,27,5
Pharmacology,3112,7,351,13,4,33,14,1
History,326,3,256,13,5,30,29,1
History,4891,3,455,1,10,42,27,15
English,1245,4,145,9,1,41,8,1
Pharmacology,1890,13,167,2,2,47,25,1
DBMS,460,9,153,8,9,69,16,7
Biology,3236,11,181,3,2,77,7,9
Machine Learning,3100,14,160,1,9,36,21,10
Data Structures,2647,4,55,13,4,35,30,1
English,1465,3,358,7,2,87,16,5
Biochemistry,4236,13,119,7,7,32,16,6
History,2884,12,405,3,4,58,30,2
Computer Networks,2045,8,454,2,10,65,2,21
English,1967,13,206,1,8,41,15,12
Artificial Intelligence,4213,5,252,12,1,35,6,2
Operating Systems,3630,8,404,2,3,50,5,12
Cost Accounting,2965,6,171,9,1,58,7,3
Auditing,530,9,477,8,5,67,8,8
Data Structures,1609,10,108,9,1,40,17,1
Biology,394,7,103,12,9,50,19,2
DBMS,3682,1,189,6,9,48,6,17
Corporate Finance,4995,6,315,4,7,35,22,8
Biology,2456,3,275,7,2,58,25,1
History,4026,1,316,8,4,92,17,11
Management Accounting,1030,11,56,5,7,73,1,13
Management Accounting,366,4,437,11,3,82,3,8
Hindi,1642,13,128,13,9,53,5,7
Science,4011,9,296,8,10,72,2,16
Anatomy,3802,13,251,8,2,62,29,1
Algorithms,2080,6,135,13,4,72,4,4
Biology,946,13,311,10,1,50,15,1
History,2231,3,465,7,9,54,3,18
Physiology,1388,15,61,1,9,41,4,16
Artificial Intelligence,2175,10,70,3,3,52,22,2
Physiology,1029,7,204,8,10,53,7,12
English,2508,13,441,9,10,96,27,5
Social Studies,590,13,31,1,9,92,21,10
Biology,4650,14,296,1,1,81,30,1
Social Studies,3614,2,458,6,5,79,30,8
Physiology,4549,15,331,3,3,42,30,1
Geography,3242,15,354,3,5,50,14,9
Pathology,3790,3,319,14,8,67,8,9
Cyber Security,1713,6,436,14,4,56,0,6
History,2388,1,308,2,9,90,6,24
Financial Accounting,4652,11,53,13,1,68,9,1
Physiology,670,3,383,4,9,55,9,16
Mathematics,3271,3,159,9,9,80,8,12
Mathematics,919,4,384,13,8,89,16,6
Mathematics,1811,5,448,10,7,89,17,7
Algorithms,3179,3,295,7,9,87,30,7
Pharmacology,2111,3,68,9,6,53,22,1
Algorithms,4681,11,328,3,5,39,13,10
Compiler Design,727,1,358,5,1,51,10,11
Biology,779,3,367,13,5,66,11,5
Mathematics,4576,4,42,11,2,59,18,1
Algorithms,3161,9,124,11,1,76,3,3
Operating Systems,3101,5,355,14,8,91,27,1
Pharmacology,607,12,256,14,8,40,10,3
Physics,3775,3,321,8,4,62,28,2
Cost Accounting,4620,5,423,5,2,51,15,7
Auditing,2471,11,248,11,7,88,20,3
Computer Networks,447,11,344,2,5,64,16,8
Physiology,4902,6,268,11,8,39,28,1
Physiology,1159,11,145,10,1,65,25,1
Chemistry,574,3,46,8,2,83,29,1
Cyber Security,1841,13,173,8,10,58,0,14
Computer Networks,1664,15,337,5,4,67,26,1
Pharmacology,902,6,434,6,7,78,30,4
Financial Accounting,1797,3,223,5,10,99,22,11
Data Structures,2051,7,133,1,2,54,6,10
Microbiology,2276,4,256,8,7,67,13,9
Data Structures,2946,7,37,8,7,30,10,7
Compiler Design,431,10,175,11,8,40,6,7
Mathematics,4737,3,180,11,7,46,7,9
Data Structures,1732,13,345,13,1,61,23,1
Operating Systems,3381,10,76,9,4,57,2,7
Data Structures,1930,13,277,5,10,66,6,15
Anatomy,601,8,359,13,1,48,12,1
Algorithms,4216,14,65,9,10,67,6,12
Machine Learning,2471,11,291,1,2,50,8,9
Mathematics,1910,12,242,12,7,48,22,1
Artificial Intelligence,2028,9,129,14,1,77,2,1
Physics,2212,7,328,12,6,68,11,5
Chemistry,2553,8,134,6,6,44,30,1
English,2075,3,170,5,1,39,25,1
Algorithms,2997,3,461,4,7,57,20,12
Operating Systems,1796,6,86,13,5,68,4,4
Chemistry,3452,13,101,6,7,37,4,11
Mathematics,987,10,308,7,7,80,29,2
Geography,969,14,156,4,10,87,30,6
Biology,2917,8,239,12,7,95,23,1
Economics,2868,13,425,5,5,36,14,7
English,4480,14,141,13,1,88,23,1
Anatomy,497,15,104,11,7,80,0,9
Financial Accounting,2876,3,90,8,9,34,24,4
English,4621,11,229,3,9,73,20,12
Pathology,3617,4,472,6,5,95,0,17
Microbiology,2947,3,324,2,2,80,14,10
Biochemistry,3398,3,225,9,8,37,13,9
Science,3593,14,61,14,6,89,24,1
Financial Accounting,3691,8,126,5,4,33,0,11
Auditing,1221,6,52,1,4,43,15,7
Anatomy,425,11,257,6,9,97,24,6
Mathematics,1680,14,398,11,2,60,30,1
Financial Accounting,4768,4,40,6,3,45,25,1
Mathematics,1295,3,43,13,1,78,0,2
Physics,1135,9,377,8,1,90,0,7
Compiler Design,4188,15,418,9,2,93,26,1
Corporate Finance,4798,8,395,12,10,63,12,10
Artificial Intelligence,4187,5,472,1,10,85,27,14
English,3052,11,423,13,6,71,12,4
Auditing,2313,7,383,12,9,98,17,7
Physics,3978,4,124,6,9,35,27,5
Social Studies,4793,13,116,14,4,48,6,2
DBMS,3597,15,37,5,3,41,8,6
Economics,4919,1,111,7,10,95,12,15
Cyber Security,963,10,50,1,3,52,7,9
DBMS,4458,13,146,14,5,69,8,3
Pathology,4728,13,247,12,4,63,22,1
Algorithms,3459,13,60,6,8,41,2,13
Pathology,1557,10,84,14,2,60,3,1
Corporate Finance,4197,7,107,8,6,67,2,11
Geography,335,6,272,12,5,97,26,1
Software Engineering,3792,5,141,10,3,51,16,1
Cyber Security,651,4,281,2,8,74,1,19
Cyber Security,4230,1,449,5,1,94,24,11
Corporate Finance,4207,10,458,11,8,99,7,11
Software Engineering,2523,14,378,9,2,37,13,1
Pathology,4763,8,57,2,5,83,7,13
Economics,3434,10,59,5,1,88,15,3
Pharmacology,4176,6,336,7,6,81,13,10
Chemistry,4460,9,123,5,9,31,12,11
DBMS,2755,13,131,4,8,76,27,6
Hindi,1487,11,316,12,8,74,25,1
Pharmacology,2435,15,215,12,8,98,22,2
Social Studies,4234,13,202,14,5,83,23,1
Chemistry,4749,2,121,2,1,49,22,4
Mathematics,3829,15,476,12,1,43,5,2
Operating Systems,999,14,377,7,6,66,23,2
Geography,4436,5,473,7,1,81,20,3
Chemistry,489,13,435,14,9,62,15,3
Auditing,1893,4,333,5,4,64,29,2
Pathology,3047,11,38,6,4,73,21,2
Science,1173,10,247,3,3,77,8,9
Computer Networks,4424,10,86,8,7,55,3,11
Financial Accounting,1507,13,240,9,1,62,5,3
Compiler Design,902,3,273,8,1,68,4,6
English,938,3,198,9,2,69,13,2
Operating Systems,1890,8,102,1,7,56,26,6
Data Structures,3315,3,142,2,7,96,8,16
Physics,1640,10,350,13,10,44,2,10
Geography,3072,7,199,10,5,94,3,9
Hindi,2641,13,355,6,6,73,23,4
Pharmacology,2331,6,142,7,10,54,29,4
Auditing,1328,10,342,14,2,81,17,1
Cyber Security,3440,1,390,10,10,35,29,10
Cyber Security,4139,1,93,14,3,44,30,1
Physics,3102,9,133,11,9,32,16,4
Software Engineering,3050,5,92,8,7,50,8,9
Economics,4995,4,185,8,5,62,17,6
Microbiology,1606,12,92,12,10,63,25,1
Hindi,4745,10,83,8,2,92,12,4
Mathematics,2197,2,351,10,6,95,11,11
Hindi,1280,1,79,8,1,82,24,1
Machine Learning,1562,6,198,14,3,33,8,1
Anatomy,1966,1,321,14,3,63,8,7
Computer Networks,1436,2,51,9,10,48,28,2
Mathematics,914,1,241,1,9,90,17,18
Machine Learning,3338,11,59,8,2,84,10,4
Chemistry,1019,8,474,5,1,89,8,7
English,2369,1,105,13,2,49,0,4
Software Engineering,851,13,423,9,7,94,4,10
Pathology,1904,11,287,10,1,31,13,1
English,705,10,280,11,4,81,0,7
Physiology,2362,4,409,2,3,31,2,14
Pharmacology,2616,15,421,5,6,47,3,12
Physics,1917,10,232,14,5,58,29,1
Cost Accounting,4786,11,474,8,8,81,22,7
History,3698,7,276,10,7,80,14,7
Pathology,614,12,480,11,5,80,14,3
Data Structures,756,6,256,8,4,79,23,1
Biology,673,14,97,8,7,52,4,9
English,936,7,55,2,6,90,2,15
Biology,1684,3,431,1,6,98,0,22
Geography,1450,5,207,13,10,39,11,6
History,4577,6,80,13,3,72,9,2
DBMS,3598,7,370,4,1,51,3,10
Compiler Design,4640,8,124,6,1,76,18,2
Hindi,2471,7,109,3,4,31,2,11
Software Engineering,2826,10,81,7,4,93,8,7
Data Structures,784,15,346,2,9,90,2,18
Corporate Finance,1664,12,415,6,10,65,20,9
Microbiology,4860,5,458,3,3,31,5,13
Physics,3560,3,352,13,5,98,7,8
Geography,3657,6,139,13,10,53,15,6
Computer Networks,2365,9,184,13,8,98,16,4
Chemistry,4879,12,402,8,10,52,23,7
Cyber Security,1162,3,153,2,1,42,2,10
English,3015,2,329,14,10,57,18,8
Financial Accounting,3346,10,93,4,7,48,28,4
Operating Systems,617,1,93,6,1,65,13,3
Geography,2344,13,159,2,7,78,10,13
Economics,3889,1,147,5,1,52,19,4
DBMS,1817,9,324,12,7,69,24,1
Microbiology,1536,11,61,3,1,30,9,4
History,4294,8,47,8,1,59,15,1
Chemistry,2614,9,116,5,10,94,23,9
Data Structures,2181,3,370,10,3,57,18,3
History,3536,1,237,13,4,95,15,6
Algorithms,3900,1,247,3,6,56,29,9
Cyber Security,966,15,402,14,4,51,6,1
Management Accounting,3799,5,100,6,2,67,23,1
Geography,2167,5,325,11,9,52,20,5
DBMS,1896,11,245,1,7,61,6,15
Science,4472,5,32,7,10,58,6,14
Management Accounting,4138,7,155,8,3,99,13,5
Corporate Finance,852,15,453,8,6,78,1,11
Machine Learning,4909,10,229,6,5,100,15,8
Biochemistry,1557,3,460,8,3,53,16,6
Mathematics,775,11,366,7,1,39,17,1
Science,646,9,84,4,2,74,23,1
English,1024,4,311,8,5,67,28,1
Computer Networks,2528,12,341,12,4,83,10,3
Management Accounting,1182,5,203,5,10,54,25,7
Physiology,2154,7,149,13,2,73,3,2
Auditing,3175,4,359,13,8,42,7,9
Chemistry,489,4,196,6,6,86,6,11
Social Studies,4031,14,229,6,6,62,17,7
Physiology,646,4,459,3,2,37,15,7
Corporate Finance,1479,5,199,4,5,81,3,13
Pharmacology,4184,9,149,5,8,33,30,3
Management Accounting,2366,3,279,1,7,43,17,13
English,3888,10,367,13,2,56,8,1
Cost Accounting,4386,14,242,11,9,63,10,9
Mathematics,2539,8,97,10,3,62,18,1
Microbiology,4042,12,436,10,1,64,5,4
Hindi,2988,14,47,10,5,51,27,1
Social Studies,4325,1,244,10,2,47,23,2
Mathematics,2148,1,433,3,10,50,13,23
Corporate Finance,3383,3,78,10,9,33,8,9
Biology,753,5,149,10,10,44,9,9
Biology,3020,3,90,1,9,64,26,10
Economics,1927,15,244,12,1,39,7,1
Biology,4157,7,41,4,9,78,6,16
Science,4849,15,453,1,1,34,18,5
Operating Systems,2074,14,48,10,5,86,2,7
Mathematics,2960,13,447,13,9,67,1,11
Science,4317,9,467,8,8,67,24,6
Data Structures,2085,10,81,7,8,66,20,5
Algorithms,4128,9,53,14,2,31,25,1
Software Engineering,2303,10,374,9,3,41,23,1
English,3442,8,403,12,2,86,6,4
Cost Accounting,1627,15,423,6,2,96,27,1
Mathematics,2222,8,293,14,4,50,28,1
Auditing,1208,1,219,6,9,46,11,15
Geography,1255,15,393,4,6,44,9,10
Corporate Finance,1243,15,39,12,7,75,21,1
Financial Accounting,3134,2,129,3,2,37,8,9
Anatomy,817,2,70,4,7,75,25,5
Pharmacology,2566,12,254,13,6,99,17,2
Mathematics,3434,10,372,9,5,86,22,2
Pharmacology,1341,7,155,9,9,37,28,1
Social Studies,923,11,278,8,2,97,11,3
Corporate Finance,4807,1,146,13,6,60,27,1
Management Accounting,3504,2,171,7,4,96,25,3
Biology,4584,15,139,13,8,97,7,8
Hindi,3767,14,422,4,10,99,11,16
Biochemistry,3802,4,445,8,8,86,4,16
Anatomy,4591,14,329,7,4,41,25,1
Machine Learning,2893,7,32,9,5,86,20,2
Data Structures,1329,15,351,9,3,32,8,3
Computer Networks,4192,12,478,2,7,78,7,16
Biochemistry,1916,7,405,2,9,54,2,19
History,4287,7,217,5,6,66,22,6
Auditing,3849,11,324,5,6,79,14,10
Hindi,3201,3,358,4,7,45,1,18
DBMS,527,3,80,11,2,54,8,1
Mathematics,3641,14,408,12,10,96,26,4
Corporate Finance,2197,10,341,5,2,80,10,7
Auditing,4683,13,201,8,3,70,27,1
Financial Accounting,1157,6,324,2,3,35,15,7
History,602,15,141,1,9,43,27,7
Algorithms,889,14,52,12,5,36,10,1
DBMS,1775,6,378,1,3,71,3,14
Chemistry,873,14,431,8,3,69,25,1
Management Accounting,495,3,37,9,9,97,6,11
Financial Accounting,4614,13,154,6,1,44,28,1
Pathology,3530,7,38,12,10,38,22,2
Physics,4664,14,61,11,3,78,27,1
Machine Learning,2798,6,226,9,10,89,22,7
Pharmacology,2042,7,391,8,4,66,23,1
Data Structures,3467,14,451,7,8,96,8,13
Data Structures,3945,6,357,7,10,95,2,18
Cost Accounting,3865,15,385,3,4,53,28,3
Physiology,3460,15,383,11,5,87,10,5
Financial Accounting,2579,10,306,14,4,44,28,1
Software Engineering,1316,6,385,2,7,67,17,12
Operating Systems,831,6,473,9,5,52,25,1
Social Studies,775,2,87,9,6,65,6,8
Corporate Finance,4389,1,303,5,1,65,20,8
Microbiology,474,4,199,11,1,97,22,1
Science,4134,14,367,14,6,44,20,1
Machine Learning,2842,4,264,4,5,78,6,13
Pharmacology,3565,15,288,1,5,34,1,15
Data Structures,1345,4,147,5,1,30,19,1
Pathology,737,11,35,4,3,31,9,5
Software Engineering,2967,4,75,1,7,75,22,9
Physiology,3863,7,337,9,4,36,2,9
Hindi,4377,2,378,13,8,49,26,5
Artificial Intelligence,4408,13,257,9,2,89,20,1
Corporate Finance,2339,10,297,2,2,59,2,11
Hindi,2381,6,440,7,1,65,14,4
Hindi,1646,9,212,1,3,98,26,4
Physiology,1805,5,55,7,9,90,16,9
Mathematics,679,15,341,7,2,98,0,8
Corporate Finance,1384,13,259,5,10,52,17,10
Social Studies,4907,6,279,7,5,42,25,3
Compiler Design,3476,7,345,8,1,90,23,1
Compiler Design,2684,7,217,2,7,47,20,9
Pharmacology,3297,1,418,13,7,100,23,10
Corporate Finance,2807,8,243,6,3,100,13,6
Hindi,2868,4,236,3,9,44,19,12
Data Structures,1090,2,95,1,1,48,9,8
Pharmacology,3081,11,296,3,7,49,30,4
English,2164,5,98,7,2,100,23,1
Auditing,3778,3,195,5,9,47,12,13
Corporate Finance,745,15,203,1,4,54,20,5
Physics,1063,3,339,4,3,99,1,15
Algorithms,3533,10,135,9,8,43,11,8
Artificial Intelligence,3440,8,65,4,8,46,26,5
Corporate Finance,1742,7,66,13,6,39,13,1
Hindi,2596,12,179,10,10,35,2,12
Science,1744,13,308,2,5,89,14,10
Social Studies,2538,13,187,13,9,42,26,1
Physics,2447,6,82,6,1,61,18,1
Economics,4911,12,396,10,6,38,23,1
Computer Networks,3303,11,100,9,2,75,3,5
Financial Accounting,1108,7,165,14,8,47,9,4
Anatomy,3050,11,395,5,7,38,14,9
Mathematics,4212,13,110,7,2,88,15,3
English,4869,12,334,3,3,92,13,9
English,3060,2,83,10,2,90,18,1
Machine Learning,4004,3,73,2,2,77,19,6
Software Engineering,2688,11,244,9,9,65,13,8
English,722,7,345,12,3,66,7,3
Compiler Design,2470,8,108,2,10,45,17,12
Machine Learning,2999,9,184,2,6,64,26,6
Algorithms,3831,14,37,11,3,69,29,1
Biochemistry,1661,2,177,11,7,77,21,3
Geography,965,8,131,1,6,41,24,6
Cyber Security,3414,9,436,13,7,48,19,2
Pharmacology,2694,11,249,8,8,54,24,4
Management Accounting,4046,15,361,12,4,95,6,6
Pathology,2518,6,209,13,2,100,20,1
History,3369,12,205,5,7,53,3,13
Geography,419,5,363,1,3,48,9,11
Mathematics,4336,8,59,1,6,48,25,7
DBMS,566,1,357,1,9,90,27,17
Social Studies,1237,4,430,14,7,60,7,7
Computer Networks,1823,3,207,14,1,59,23,1
Chemistry,1878,2,338,11,4,99,25,2
Computer Networks,2102,13,247,3,6,72,18,8
Hindi,1118,10,313,8,10,31,10,10
Pathology,4511,9,348,6,2,82,26,1
Pathology,3612,3,219,11,9,57,18,7
Pharmacology,2742,12,111,11,2,75,18,1
Computer Networks,4197,11,42,1,2,46,14,7
Algorithms,486,13,161,4,5,53,28,1
Machine Learning,4229,12,214,13,7,96,11,6
Chemistry,4766,14,258,13,1,48,1,2
Cyber Security,3080,2,44,6,3,57,21,1
Chemistry,1173,9,254,4,5,69,20,5
Artificial Intelligence,4690,6,364,4,4,50,25,5
Pathology,4209,6,205,5,8,65,8,14
Algorithms,3571,13,353,14,2,58,12,1
Management Accounting,3386,11,180,12,10,97,2,12
Artificial Intelligence,3631,1,199,10,10,61,6,16
English,3155,5,154,5,8,36,28,4
Microbiology,850,10,232,3,1,62,20,1
Machine Learning,4421,1,42,5,7,30,5,13
Physics,3183,10,235,14,9,80,16,4
Hindi,968,10,327,8,10,89,3,15
Physics,1805,9,295,3,1,36,18,2
Social Studies,3885,13,317,10,3,54,7,4
Pharmacology,1258,12,280,3,5,68,20,6
Cyber Security,1729,3,110,8,3,76,15,3
Pharmacology,2746,6,303,1,8,48,7,17
Software Engineering,2395,10,176,13,3,97,25,1
Computer Networks,3189,13,248,14,2,41,15,1
Compiler Design,3780,1,447,10,4,30,28,6
Auditing,2376,6,197,7,8,100,6,13
Science,889,1,405,10,6,89,11,14
DBMS,3724,13,409,4,9,90,21,11
Cost Accounting,3402,11,262,9,5,40,10,5
Biology,3779,15,434,6,6,49,1,13
Geography,1697,5,251,5,3,84,2,11
Operating Systems,2011,14,359,12,8,91,16,4
Geography,2039,2,162,5,1,39,1,9
Geography,2733,12,382,4,10,84,22,11
Operating Systems,3091,15,32,3,5,98,27,4
Algorithms,4950,10,145,10,8,50,25,2
Artificial Intelligence,4741,10,441,10,4,66,5,8
Machine Learning,3520,8,116,5,7,51,2,14
Chemistry,2442,1,456,11,4,50,8,14
Microbiology,4513,3,278,3,6,30,23,9
Physiology,1358,4,209,6,1,35,9,4
Pharmacology,921,3,177,6,1,88,21,1
English,3679,1,373,5,4,70,10,17
Social Studies,3062,2,137,1,4,95,26,7
Software Engineering,2118,4,116,7,6,52,11,7
Financial Accounting,583,9,274,13,2,54,0,2
Machine Learning,2333,6,288,5,6,76,7,12
Chemistry,2213,3,399,9,2,30,0,9
Pathology,3863,6,296,4,10,41,16,13
Machine Learning,1572,10,135,9,8,94,17,6
Social Studies,1348,8,37,11,1,75,7,1
Biochemistry,3051,1,419,7,3,56,30,7
Mathematics,4969,7,80,12,7,34,20,1
Biochemistry,3413,15,169,7,10,35,0,15
English,2735,3,265,13,10,61,4,12
Chemistry,2568,6,377,7,9,69,5,15
Science,2083,7,108,13,4,45,22,1
Financial Accounting,956,3,235,10,3,36,25,1
Mathematics,3192,8,167,14,7,85,22,1
Physiology,1552,13,96,1,2,36,11,6
Chemistry,336,1,218,3,7,42,23,10
Microbiology,423,4,309,10,9,52,26,3
Compiler Design,4829,14,86,1,9,81,24,11
